coeffs,1,2,3,4
a0,-0.18287113978195,-0.93082189413654,0.930821894136572,0.182871139781885
a1,0.0866180155662037,0.587004735904706,-0.58700473590468,-0.0866180155662157
a2,0.139122411051087,-0.0291356451116568,0.0291356451116568,-0.139122411051059
a3,0.0128307251487683,0.0411335578069113,-0.0411335578069102,-0.0128307251487633
b1,3.62089296148509e-05,2.40421148516973e-05,-2.40421148516879e-05,-3.6208929614861e-05
b2,7.23828294288076e-05,4.80609705101345e-05,-4.80609705101079e-05,-7.23828294288125e-05
b3,0.000108486703530129,7.20333302834961e-05,-7.20333302834892e-05,-0.000108486703530125
