coeffs,1,2,3,4
a0,0.186886338645804,-0.196078380262311,0.19607838026239,-0.186886338645884
a1,0.403133288533127,0.408477066497146,-0.40847706649712,-0.403133288533102
a2,0.107422534344898,-0.116605744202219,0.11660574420222,-0.107422534344899
a3,0.0192769302185551,0.0246105530598821,-0.0246105530598854,-0.0192769302185584
b1,0.000111831506720505,3.01588196104559e-05,-3.01588196104478e-05,-0.000111831506720517
b2,0.000223554823680855,6.02884625108362e-05,-6.02884625108271e-05,-0.000223554823680862
b3,0.000335061865787377,9.03597802173004e-05,-9.03597802172895e-05,-0.000335061865787363
