coeffs,1,2,3,4
a0,0.917487844821543,0.180549684416153,-0.180549684416089,-0.917487844821579
a1,0.576823507193838,0.0890987851722382,-0.0890987851722509,-0.576823507193813
a2,0.0158144022217932,-0.141441648112419,0.141441648112391,-0.0158144022217909
a3,0.0309719507986552,0.015306924833562,-0.0153069248335565,-0.0309719507986529
b1,0.000181849876166178,-5.44712755445905e-07,5.44712755446569e-07,-0.000181849876166176
b2,0.000363523824321852,-1.08889853642448e-06,1.08889853643147e-06,-0.000363523824321867
b3,0.000544846086655288,-1.63203087847424e-06,1.63203087849388e-06,-0.000544846086655279
